Sentence,jfr,jannik,MaxK,student1,student2,arjen
All stories labeled as “could” will be implemented in the software tool if resources are available after implementation of the stories labeled as “must” and “should”.,,,1,1,,
This can be an alternative solution if 1.3 and 1.4 cannot be implemented because of resource constraints.,,1,,1,,
Here the relevant Drivers and Pressures are identified in order to understand the full picture of the system under study.,,,1,,,
"This enables the user to decide which Pressures to focus the rest of the evaluation on, and provides initial insight on what appropriate measures could be.",,,0,1,,
"In specific cases where the proposed measures are expected/found to influence Pressures, then changes in those Pressures should be quantified.",,1,,1,,
The user selects from the list and is prompted to enter a specification for each selected driver.,,,0,,,
"For those additional drivers that were inserted by the user in 2.2, the software should present the full list of pressure categories for the user to associate the additional drivers to one or more resulting pressures.",,,,1,,
The software should provide the possibility of navigating back to this screen from the response analysis screen in order to include additional quantitative information to the description of case-relevant pressures.,,,,1,,
"For each additional state parameter identified in 3.6, the user is provided with the full CICES list and prompted to select ESS classes affected by the additional state parameter.",,1,,,,
"The list also includes the information provided in columns D, E and F in order to assist me with the selection.",,1,,1,,
"In level I, the user is presented with a list of valuation method examples including those in column H (Valuation Method(s)); and references from column I (Data/Literature) of the Impact II Use indicators worksheet in the Supplementary Material File.",,1,,,,
"In level II, the user is presented with extended information for any given study of his/her choice from column I (Data/Literature) of the Impact II Use indicators worksheet in the Supplementary Material File.",,1,,,,
I can export results to Excel so that I can make custom plots and other reporting tools.,,,1,1,,
"The SA allows the user of the DESSIN ESS Evaluation Framework to widen the analysis, putting the evaluated changes in ESS into perspective by considering multiple dimensions.",,,,1,,
This allows for the consideration of potential disadvantages like costs and environmental effects (e.g. additional greenhouse gas emissions) and their comparison with the advantages in terms of benefits expected from implementing the solution.,,,,1,,
