Sentence,jfr,jannik,MaxK,student1,student2,arjen
The customer-specific specifications about the necessary transport protection of the component are to be made here.,0,0,,,,
"In this chapter, the customer is to make component-specific stipulations for the logistic concept (series production and replacement parts).",0,0,,,,
"In addition to a description of the required delivery concept (just in time, etc.",0,0,,,,
"Additionally, the locating requirements on the contractor or possible sub- suppliers are to be defined (e.g. selection and release of raw materials, locating single parts at the contractor’s or customer’s premises at any time, technical release(s) in the production and assembly process).",0,0,,,,
The component-specific requirements on the product and process monitoring in the development and production of the delivery scope are to be defined in this chapter.,0,0,,,,
This especially includes 100% tests for certain quality characteristics.,0,0,,,,
"Here the customer is to define the test equipment and facilities to be used and establish the possible provision for the contractor (e.g. test mules [engines, vehicles], cable harnesses, plugs, add-on parts, wear and tear parts).",0,0,,,,
"In this chapter, binding regulations are to be made as to which proof of compliance through tests carried out is to be provided by the contractor.",0,0,,,,
"The information given here should only define the universal requirements (minimum data scope of the test documentation, proof of compliance, deadlines, customer’s departments that are to be involved, etc).",0,0,,,,
Specific proof of compliance (e.g. separate parameters) should be dealt with in the respective chapters.,0,0,,,,
A testing plan is to be established in which the individual tests are referenced.,0,0,,,,
